region,source_category,item_title,target,period,content,method,contact,location,full_text,source_url
중구,,외국인 국민건강보험,"- 직장가입자 : 건강보험 적용 사업장에 고용된 등록외국인 / - 즉시가입 : 유학(D-2), 일반연수 초·중·고생(D-4-3), 영주(F-5), 결혼이민(F-6), 비전문 취업(E-9) 자격으로 입국 등록외국인 / - 기타 : 체류기간이 6개월이 지나면 가입안내문 자동 발송",,ㅇ 내    용 : 한국 체류기간 내 질병에 걸리거나 부상을 당했을 때 자국민과 동등한 혜택을 받을 수 있도록 보험급여 실시,,"ㅇ 문    의 : 국민건강보험공단 서울외국인민원센터 ☎ 1577-1000 (외국어 서비스 단축번호 6번) ☎ 033-811-2000 (영어, 중국어, 베트남어, 우즈베크어)",,"▶ 외국인 국민건강보험
ㅇ 대    상
- 직장가입자 : 건강보험 적용 사업장에 고용된 등록외국인
- 즉시가입 : 유학(D-2), 일반연수 초·중·고생(D-4-3), 영주(F-5), 결혼이민(F-6), 비전문 취업(E-9) 자격으로 입국 등록외국인
- 기타 : 체류기간이 6개월이 지나면 가입안내문 자동 발송
ㅇ 내    용 : 한국 체류기간 내 질병에 걸리거나 부상을 당했을 때 자국민과 동등한 혜택을 받을 수 있도록 보험급여 실시
ㅇ 문    의 : 국민건강보험공단 서울외국인민원센터 ☎ 1577-1000 (외국어 서비스 단축번호 6번) ☎ 033-811-2000 (영어, 중국어, 베트남어, 우즈베크어)",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1371436405
중구,,< 만성질환예방 1:1 웰빙브릿지 프로그램>,ㅇ 대    상 : 20~69세 중구 거주 또는 생활권 외국인,ㅇ 기    간 : 연중,"ㅇ 주요내용 ☞ 대사증후군관리사업 · 검  사 : 복부둘레, 혈압, 공복혈당, 콜레스테롤, 체성분검사 · 상  담 : 검사 결과에 따른 1:1 맞춤형 건강관리계획 및 전문가 상담 · 저  녁 운동 : 주 2회 8주, 연령별 모집 ☞ 고혈압·당뇨병 교실 : 6월~12월 매주 목요일 14:00~16:00 · 매월 1~2주 고혈압 교실, 3~4주 당뇨 교실 · 내  용 : 고혈압·당뇨의 질환 이해, 운동·식단관리",,ㅇ 문    의 : 중구 의약과 ☎ 02-3396-6334~6338,,"▶ < 만성질환예방 1:1 웰빙브릿지 프로그램>
ㅇ 기    간 : 연중
ㅇ 대    상 : 20~69세 중구 거주 또는 생활권 외국인
ㅇ 주요내용 ☞ 대사증후군관리사업 · 검  사 : 복부둘레, 혈압, 공복혈당, 콜레스테롤, 체성분검사 · 상  담 : 검사 결과에 따른 1:1 맞춤형 건강관리계획 및 전문가 상담 · 저  녁 운동 : 주 2회 8주, 연령별 모집 ☞ 고혈압·당뇨병 교실 : 6월~12월 매주 목요일 14:00~16:00 · 매월 1~2주 고혈압 교실, 3~4주 당뇨 교실 · 내  용 : 고혈압·당뇨의 질환 이해, 운동·식단관리
ㅇ 문    의 : 중구 의약과 ☎ 02-3396-6334~6338",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1371424516
중구,,< 미등록 외국인 HIV 감염인 진료비 지원>,ㅇ 대    상 : HIV에 감염된 중구 거주 미등록 외국인,,"ㅇ 주요내용 : HIV 질환으로 받은 진료비, 검사비, 약제비 지원(1인당 연간 8백만원 한도)",,ㅇ 문    의 : 중구 감염병관리과 ☎02-3396-4852,,"▶ < 미등록 외국인 HIV 감염인 진료비 지원>
ㅇ 대    상 : HIV에 감염된 중구 거주 미등록 외국인
ㅇ 주요내용 : HIV 질환으로 받은 진료비, 검사비, 약제비 지원(1인당 연간 8백만원 한도)
ㅇ 문    의 : 중구 감염병관리과 ☎02-3396-4852",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1371412107
중구,,임산부 보건소 등록관리 지원,ㅇ 대    상 : 대한민국 국적 배우자과 결혼한 결혼이민 임신부(F6 비자 (결혼이민)),,"ㅇ 내    용 : 산전검사, 엽산제 및 철분제 공급, 출산 후 유축기 대여 지원",,ㅇ 문    의 : 중구 보건소 ☎ 02-3396-6496/5679,,"▶ 임산부 보건소 등록관리 지원
ㅇ 대    상 : 대한민국 국적 배우자과 결혼한 결혼이민 임신부(F6 비자 (결혼이민))
ㅇ 내    용 : 산전검사, 엽산제 및 철분제 공급, 출산 후 유축기 대여 지원
ㅇ 문    의 : 중구 보건소 ☎ 02-3396-6496/5679",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1371382243
중구,,임산부 교통비 지원,ㅇ 대    상 : 임신 3개월~출산 후 3개월 기간내 속한 서울시 거주 임산부(부부 중 한 명이 한국국적 주민),,ㅇ 내    용 : 1인당 70만원 교통포인트 지원,ㅇ 신청방법 : 등록지 관할 동주민센터 방문 신청 또는 서울맘케어시스템 온라인 신청,중구 가족정책과 ☎ 02-3396-5434,,"▶ 임산부 교통비 지원
ㅇ 대    상 : 임신 3개월~출산 후 3개월 기간내 속한 서울시 거주 임산부(부부 중 한 명이 한국국적 주민)
ㅇ 내    용 : 1인당 70만원 교통포인트 지원
ㅇ 신청방법 : 등록지 관할 동주민센터 방문 신청 또는 서울맘케어시스템 온라인 신청
ㅇ 문    의 : 중구 가족정책과 ☎ 02-3396-5434",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1371382243
중구,,서울아기건강첫걸음 사업 지원,ㅇ 대    상 : 중구에 거주하는 임신부 가정 및 출산가정(산후 8주 이내),,"ㅇ 내     용 : 영유아 건강 간호사의 가정방문서비스(영유아 발달 체크 및 육아정보 제공, 산모 건강관리 및 산후 우울검사 등)",ㅇ 신청방법 : (온라인)서울시임신출산정보센터( / http://seoul-agi.seoul.go.kr) / (오프라인)보건소 방문,중구보건소 ☎ 02-3396-6497/6498,,"▶ 서울아기건강첫걸음 사업 지원
ㅇ 대    상 : 중구에 거주하는 임신부 가정 및 출산가정(산후 8주 이내)
ㅇ 내     용 : 영유아 건강 간호사의 가정방문서비스(영유아 발달 체크 및 육아정보 제공, 산모 건강관리 및 산후 우울검사 등)
ㅇ 신청방법 : (온라인)서울시임신출산정보센터(
http://seoul-agi.seoul.go.kr)
(오프라인)보건소 방문
ㅇ 문    의 : 중구보건소 ☎ 02-3396-6497/6498",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1371382243
중구,,산후조리비용 지원,ㅇ 대     상 : 중구에 주민등록 또는 외국인 등록을 둔 출산가정 / - 신청일 기준 6개월(180일) 전부터 중구 거주 산모(F6(결혼이민) 산모 포함) / - 중구에 자녀 출생등록,ㅇ 신청기간 : 출산일 기준 60일 이내,50만원 현금 계좌 지급 및 100만원 바우처 지원,ㅇ 신청방법 : (온라인) 서울맘케어시스템 (오프라인)동주민센터 방문,ㅇ 문    의 : 중구보건소 ☎ 02-3396-5678,,"▶ 산후조리비용 지원
ㅇ 대     상 : 중구에 주민등록 또는 외국인 등록을 둔 출산가정
ㅇ 신청기간 : 출산일 기준 60일 이내
ㅇ 지원자격
- 신청일 기준 6개월(180일) 전부터 중구 거주 산모(F6(결혼이민) 산모 포함)
- 중구에 자녀 출생등록
ㅇ 신청방법 : (온라인) 서울맘케어시스템 (오프라인)동주민센터 방문
ㅇ 내    용 : 50만원 현금 계좌 지급 및 100만원 바우처 지원
ㅇ 문    의 : 중구보건소 ☎ 02-3396-5678",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1371382243
중구,,산모신생아 건강관리지원사업,"ㅇ 대    상 : 국내에 주민등록 또는 외국인 등록을 둔 출산가정 ※ F6(결혼이민) 산모, 부부 모두 외국인인 경우(F2(거주), F5(영주권)에 한해 지원)",ㅇ 신청기간 : 출산예정일 기준일 40일 전 ~ 출산 후 60일 이내,ㅇ 내    용 : 기준중위소득 150% 기준으로 산모신생아 건강관리사 방문서비스에 대한 정부지원금을 바우처 형태로 지원,ㅇ 신청방법 : (온라인)복지로 (오프라인)보건소 방문,중구보건소 ☎ 02-3396-6358/5678,,"▶ 산모신생아 건강관리지원사업
ㅇ 대    상 : 국내에 주민등록 또는 외국인 등록을 둔 출산가정 ※ F6(결혼이민) 산모, 부부 모두 외국인인 경우(F2(거주), F5(영주권)에 한해 지원)
ㅇ 신청기간 : 출산예정일 기준일 40일 전 ~ 출산 후 60일 이내
ㅇ 내    용 : 기준중위소득 150% 기준으로 산모신생아 건강관리사 방문서비스에 대한 정부지원금을 바우처 형태로 지원
ㅇ 신청방법 : (온라인)복지로 (오프라인)보건소 방문
ㅇ 문    의 : 중구보건소 ☎ 02-3396-6358/5678",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1371382243
중구,,난임부부 시술비 지원,"ㅇ 대    상 : 법적 혼인상태, 신청일 기준 1년 이상 사실혼 관계의 난임부부 / - 부부 중 한 명은 주민등록상 대한민국 국적 소유자 / - 부부 모두 건강보험 가입 및 보험료 고지 여부가 확인되는 자",,"ㅇ 내    용 : 체외수정(신선배아, 동결배아) 및 인공수정 시술비·약제비 지원 (신선배아 최대 110만원, 동결배아 최대 50만원, 인공수정 최대 30만원 한도) / ㅇ 신    청 : (온라인)정부24, e보건소공공포털 (오프라인)보건소 방문",,ㅇ 문    의 : 중구보건소 ☎ 02-3396-6357/6358,,"▶ 난임부부 시술비 지원
ㅇ 대    상 : 법적 혼인상태, 신청일 기준 1년 이상 사실혼 관계의 난임부부
ㅇ 지원자격
- 부부 중 한 명은 주민등록상 대한민국 국적 소유자
- 부부 모두 건강보험 가입 및 보험료 고지 여부가 확인되는 자
ㅇ 내    용 : 체외수정(신선배아, 동결배아) 및 인공수정 시술비·약제비 지원 (신선배아 최대 110만원, 동결배아 최대 50만원, 인공수정 최대 30만원 한도)
ㅇ 신    청 : (온라인)정부24, e보건소공공포털 (오프라인)보건소 방문
ㅇ 문    의 : 중구보건소 ☎ 02-3396-6357/6358",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1371382243
중구,,고위험 임산부 의료비 지원,"ㅇ 대    상 : 19대 고위험 임신질환 진단 후 입원치료를 받은 산모 ※ F6(결혼이민) 산모, 부부 모두 외국인인 경우(F5(영주권)에 한해 지원)",,"ㅇ 내    용 : 입원치료비 중 전액본인부담금 및 비급여 진료비 90%, 최대 300만원 한도 지원 / ㅇ 신    청 : (온라인)e보건소공공포털 (오프라인)보건소 방문",,ㅇ 문    의 : 중구보건소 ☎ 02-3396-6357,,"▶ 고위험 임산부 의료비 지원
ㅇ 대    상 : 19대 고위험 임신질환 진단 후 입원치료를 받은 산모 ※ F6(결혼이민) 산모, 부부 모두 외국인인 경우(F5(영주권)에 한해 지원)
ㅇ 내    용 : 입원치료비 중 전액본인부담금 및 비급여 진료비 90%, 최대 300만원 한도 지원
ㅇ 신    청 : (온라인)e보건소공공포털 (오프라인)보건소 방문
ㅇ 문    의 : 중구보건소 ☎ 02-3396-6357",https://www.junggu.seoul.kr/content.do?cmsid=16539&mode=view&cid=1371382243
